run_id,version,artifact_version,suite,case_id,is_multiturn,case_failure_type,observed_mismatch,expected_tool,actual_tool,passed,routing_correct,args_correct,failures
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v1_B_base_openrouter_20260602T142006837225,v1,v1+p3feb43162523+tce5f2197a7ea,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v2_B_base_openrouter_20260602T142136156662,v2,v2+p6695f9e6275e+tcdf0ded6a7b0,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R01_user_tweets_routing,False,wrong_tool,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R02_search_tweets_routing,False,wrong_tool,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R03_web_news_routing,False,wrong_tool,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R04_read_url_routing,False,wrong_tool,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R05_limit_arg,False,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R06_timeframe_arg,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R07_search_type_arg,False,wrong_arg_value,,social_search,social_search,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R08_out_of_scope,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R09_no_tool_capability,False,unnecessary_tool,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R10_missing_handle,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R11_missing_url,False,missing_info,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R12_confirm_before_send,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R13_parallel_web_and_tweets,False,wrong_tool,,lookup|social_search,lookup|social_search,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,R14_out_of_scope_coding,False,out_of_scope,,no_tool,,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,M01_clarify_then_fill,True,missing_info,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,M02_carryover_timeframe,True,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,M03_correction_handle,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,M04_clarify_then_url,True,missing_info,,fetch,fetch,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,M05_correction_limit,True,wrong_arg_value,,timeline,timeline,True,True,True,
v3_B_base_openrouter_20260602T142257304987,v3,v3+p7ffe7ed76111+tad86104e4131,base,M06_switch_tool,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G01_news_today_ai,False,wrong_arg_value,wrong_arg_value,lookup,lookup,False,True,False,"query: expected 'AI', got 'AI news'"
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G02_missing_account_for_posts,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G03_confirm_before_telegram,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G04_policy_citation_rules,False,wrong_tool,wrong_arg_value,policy,policy,False,True,False,"policy_area: expected 'source_citation', got 'ai_research'"
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G05_rank_retrieved_sources,False,wrong_tool,wrong_arg_value,source_rank,source_rank,False,True,False,"top_k: expected 5, got 2"
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G06_multi_url_then_fetch,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G07_multi_topic_switch,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G08_multi_confirmed_send,True,wrong_boundary,,send,send,True,True,True,
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G09_multi_papers_correction,True,wrong_arg_value,wrong_arg_value,papers,papers,False,True,False,"query: expected 'AI agent tool-use evaluation', got 'tool-use evaluation'"
v3_B_group_openrouter_20260602T142328490909,v3,v3+p7ffe7ed76111+tad86104e4131,group,G10_multi_no_tool_meta,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G01_news_today_ai,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G02_missing_account_for_posts,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G03_confirm_before_telegram,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G04_policy_citation_rules,False,wrong_tool,,policy,policy,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G05_rank_retrieved_sources,False,wrong_tool,wrong_arg_value,source_rank,source_rank,False,True,False,"query: expected 'OpenAI', got 'OpenAI report'"
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G06_multi_url_then_fetch,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G07_multi_topic_switch,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G08_multi_confirmed_send,True,wrong_boundary,,send,send,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G09_multi_papers_correction,True,wrong_arg_value,,papers,papers,True,True,True,
v3_B_group_openrouter_20260602T142444705400,v3,v3+p7ffe7ed76111+tad86104e4131,group,G10_multi_no_tool_meta,True,unnecessary_tool,,no_tool,,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G01_news_today_ai,False,wrong_arg_value,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G02_missing_account_for_posts,False,missing_info,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G03_confirm_before_telegram,False,wrong_boundary,,clarify,clarify,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G04_policy_citation_rules,False,wrong_tool,,policy,policy,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G05_rank_retrieved_sources,False,wrong_tool,,source_rank,source_rank,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G06_multi_url_then_fetch,True,missing_info,,fetch,fetch,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G07_multi_topic_switch,True,wrong_tool,,lookup,lookup,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G08_multi_confirmed_send,True,wrong_boundary,,send,send,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G09_multi_papers_correction,True,wrong_arg_value,,papers,papers,True,True,True,
v3_B_group_openrouter_20260602T142603499939,v3,v3+p7ffe7ed76111+tad86104e4131,group,G10_multi_no_tool_meta,True,unnecessary_tool,,no_tool,,True,True,True,
